remote_unit_id,time_stamp,entries,exits,num_people_exited,sum_exit_entry,week_num,z_score_num_people_exited,z_score_sum_exit_entry
143,1547150400,0,0,0,0,2,-0.23799799997671625,-0.4090222151309332
143,1547164800,0,6,6,6,2,-0.14509275661231136,-0.3730690958410736
143,1547179200,0,9,9,9,2,-0.0986401349301089,-0.35509253619614384
143,1547193600,0,6,6,6,2,-0.14509275661231136,-0.3730690958410736
143,1547208000,0,9,9,9,2,-0.0986401349301089,-0.35509253619614384
143,1547222400,0,145,145,145,2,2.007212047996402,0.45984483437400636
143,1547236800,4,10,6,14,2,-0.14509275661231136,-0.3251316034545942
143,1547251200,0,83,83,83,2,1.0471911998975516,0.08832926837879083
143,1547265600,0,44,44,44,2,0.44330711802891964,-0.14536600700529637
143,1547280000,0,26,26,26,2,0.16459138793570496,-0.25322536487487507
143,1547294400,0,11,11,11,2,-0.06767172047530727,-0.34310816309952397
143,1547304132,0,1,1,1,2,-0.22251379274931543,-0.40303002858262327
143,1547308800,0,4,4,4,2,-0.176061171067113,-0.3850534689376935
143,1547323200,0,19,19,19,2,0.056201937343899264,-0.2951706707130446
143,1547337600,1,31,30,32,2,0.22652821684530824,-0.2172722455850155
143,1547352000,0,24,24,24,2,0.13362297348090335,-0.26520973797149494
143,1547366400,0,31,31,31,2,0.24201242407270906,-0.22326443213332542
143,1547380800,0,43,43,43,2,0.42782291080151885,-0.1513581935536063
143,1547395200,7,34,27,41,2,0.18007559516310578,-0.16334256665022615
143,1547409600,7,46,39,53,2,0.36588608189191557,-0.09143632807050701
143,1547424000,0,11,11,11,2,-0.06767172047530727,-0.34310816309952397
143,1547438400,0,21,21,21,2,0.08717035179870089,-0.2831862976164247
143,1547452800,0,25,25,25,2,0.14910718070830417,-0.259217551423185
143,1547467200,3,43,40,46,2,0.3813702891193164,-0.1333816339086765
143,1547481600,116,149,33,265,2,0.2729808385275107,1.1789072201711979
143,1547496000,576,298,-278,874,2,-4.542607609194143,4.828148828091944
143,1547505309,0,0,0,0,2,-0.23799799997671625,-0.4090222151309332
143,1547510400,142,119,-23,261,3,-0.12715766944207468,-0.6715661688721472
143,1547524800,36,21,-15,57,3,-0.09260917057479402,-1.1051393758660506
143,1547539200,81,330,249,411,3,1.0474912920454682,-0.35276234020015945
143,1547553600,277,623,346,900,3,1.4663918408112462,0.6865381412705206
143,1547568000,354,352,-2,706,3,-0.03646785991546293,0.2742185228547498
143,1547582400,955,646,-309,1601,3,-1.3622665039473587,2.1764147005976104
143,1547585644,0,1,1,1,3,-0.02351217284023268,-1.2241594719035926
143,1547585708,0,0,0,0,3,-0.027830735198642764,-1.2262848307614058
143,1547596800,284,136,-148,420,3,-0.6669779642433352,-0.33363411047984015
143,1547611200,56,35,-21,91,3,-0.11852054472525451,-1.0328771747004
143,1547624991,5,107,102,112,3,0.4126626253591858,-0.9882446386863217
143,1547625600,107,244,137,351,3,0.5638123079035386,-0.48028387166895453
143,1547640000,398,662,264,1060,3,1.1122697274216193,1.0265955585206408
143,1547654400,606,308,-298,914,3,-1.3147623180048478,0.7162931652799062
143,1547668800,1014,456,-558,1470,3,-2.43758853119147,1.897992690224074
143,1547683200,333,204,-129,537,3,-0.5849252794335437,-0.08496712411568973
143,1547697600,60,11,-49,71,3,-0.23944029076073686,-1.075384351856665
143,1547712000,103,224,121,327,3,0.4947153101689774,-0.5312924842564726
143,1547717957,21,401,380,422,3,1.613222960997189,-0.3293833927642137
143,1547726400,428,649,221,1077,3,0.9265715460099857,1.062726659103466
143,1547740800,575,349,-226,924,3,-1.0038258281993218,0.7375467538580387
143,1547755200,1035,455,-580,1490,3,-2.5325969030764917,1.940499867380339
143,1547769600,331,240,-91,571,3,-0.4208199098139604,-0.012704922950039178
143,1547784000,73,51,-22,124,3,-0.1228391070836646,-0.9627403323925626
143,1547798400,100,346,246,446,3,1.0345356049702379,-0.27837478017669565
143,1547812800,466,813,347,1279,3,1.4707104031696563,1.492049148381743
143,1547827200,568,417,-151,985,3,-0.6799336513185655,0.867193644184647
143,1547856000,1270,665,-605,1935,3,-2.640560962036744,2.8862845591072364
143,1547870400,98,43,-55,141,3,-0.2653516649111974,-0.9266092318097374
143,1547884800,49,84,35,133,3,0.12331894734571018,-0.9436121026722434
143,1547899200,214,268,54,482,3,0.20537163215550178,-0.20186186129541858
143,1547913600,322,366,44,688,3,0.16218600857140095,0.23596206341411127
143,1547928000,295,365,70,660,3,0.2744686298900631,0.17645201539534022
143,1547942400,206,181,-25,387,3,-0.13579479415889487,-0.4037709527876775
143,1547956800,66,32,-34,98,3,-0.17466185538458562,-1.0179996626957073
143,1547971200,43,52,9,95,3,0.011036326027047991,-1.024375739269147
143,1547985600,117,204,87,321,3,0.34788418998303455,-0.5440446374033521
143,1548000000,241,285,44,526,3,0.16218600857140095,-0.1083460715516355
143,1548014400,232,279,47,511,3,0.17514169564663118,-0.14022645441883427
143,1548028800,168,104,-64,272,3,-0.3042187261368881,-0.6481872214362014
143,1548043200,33,20,-13,53,3,-0.08397204585797385,-1.1136408112973035
143,1548057600,63,241,178,304,3,0.7408733645983522,-0.5801757379861774
143,1548072000,195,778,583,973,3,2.489891119754436,0.841689337890888
143,1548086400,351,489,138,840,3,0.5681308702619488,0.5590166098017255
143,1548100800,466,471,5,937,3,-0.006237923406592344,0.765176419009611
143,1548115200,211,134,-77,345,4,-0.23939206138059366,-0.7746657933406256
143,1548129600,33,25,-8,58,4,0.020734745473909688,-1.3177834268500712
143,1548144000,130,314,184,444,4,0.7445658601994842,-0.5873185957189003
