remote_unit_id,time_stamp,entries,exits,num_people_exited,sum_exit_entry,week_num,z_score_num_people_exited,z_score_sum_exit_entry
126,1546311600,54,156,102,210,1,0.3993722519542582,-0.9074554054476245
126,1546326000,47,39,-8,86,1,-0.06121182294056778,-1.2209772146270876
126,1546340400,154,98,-56,252,1,-0.2621939647128555,-0.801262534596516
126,1546354800,265,195,-70,460,1,-0.3208137560631061,-0.2753549837148358
126,1546369200,266,328,62,594,1,0.23188713381068513,0.06345084233393893
126,1546383600,143,246,103,389,1,0.4035593799078475,-0.45487150348694777
126,1546398000,26,75,49,101,1,0.17745447041402387,-1.1830511893231204
126,1546412400,245,59,-186,304,1,-0.806520598679468,-0.6697856468760959
126,1546426800,830,387,-443,1217,1,-1.882612482751925,1.6386450932920482
126,1546441200,392,329,-63,721,1,-0.29150386038798076,0.38455785657419556
126,1546455600,425,840,415,1265,1,1.7099433014277177,1.7600083742647437
126,1546470000,154,444,290,598,1,1.1865523072290518,0.07356444908166354
126,1546484400,22,108,86,130,1,0.332378204696829,-1.1097275404021167
126,1546498800,249,62,-187,311,1,-0.8107077266330573,-0.6520868350675778
126,1546513200,901,369,-532,1270,1,-2.255266870621375,1.7726503826993993
126,1546527600,440,310,-130,750,1,-0.5720414332784657,0.457881505495199
126,1546542000,427,868,441,1295,1,1.8188086282210403,1.8358604248726784
126,1546556400,145,419,274,564,1,1.1195582599716225,-0.012401208273995717
126,1546570800,33,107,74,140,1,0.282132669253757,-1.0844435235328054
126,1546585200,253,59,-194,312,1,-0.8400176223081827,-0.6495584333806467
126,1546599600,863,360,-503,1223,1,-2.1338401599672845,1.6538155034136353
126,1546614000,412,366,-46,778,1,-0.2203226851769622,0.5286767527292714
126,1546628400,498,840,342,1338,1,1.4042829608156968,1.944581697410718
126,1546642800,181,458,277,639,1,1.1321196438323906,0.1772289182458409
126,1546657200,37,133,96,170,1,0.37424948423272225,-1.0085914729248706
126,1546671600,83,37,-46,120,1,-0.2203226851769622,-1.1350115572714283
126,1546686000,286,155,-131,441,1,-0.576228561232055,-0.3233946157665277
126,1546700400,317,246,-71,563,1,-0.3250008840166954,-0.014929609960926873
126,1546714800,273,406,133,679,1,0.5291732185155273,0.27836498572308704
126,1546729200,179,267,88,446,1,0.3407524606040076,-0.310752607331872
126,1546743600,41,121,80,162,1,0.307255436975293,-1.02881868642032
126,1546758000,58,32,-26,90,1,-0.13658012610517567,-1.210863607879363
126,1546772400,243,133,-110,376,1,-0.48829887420667917,-0.48774072541705277
126,1546786800,328,271,-57,599,1,-0.26638109266644483,0.07609285076859469
126,1546801200,277,384,107,661,1,0.42030789172220484,0.23285375535832628
126,1546815600,111,231,120,342,1,0.4747405551188661,-0.573706382772712
126,1546830000,20,77,57,97,1,0.21095149404273847,-1.193164796070845
126,1546844400,260,78,-182,338,1,-0.7897720868651107,-0.5838199895204367
